id,true_label,primary_pred,all_preds,is_comorbidity,rationale,raw_snippet,Accuracy
3834,5,1,1,False,Blaming others and negativity suggest depression.,"```json {     'predicted_labels': [1],     'is_com",False
9700,1,0,0,False,The post expresses a need for professional help for anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
4321,2,0,0,False,Alcohol consumption patterns suggest anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
3393,5,2,2,False,Focus on collecting items suggests potential ADHD.,"```json {     'predicted_labels': [2],     'is_com",False
4750,2,0,0;1,True,Expressions of anxiety and potential depressive symptoms.,"```json {     'predicted_labels': [0, 1],     'is_",False
8248,2,3,3,False,Tongue tics and noises suggest possible OCD.,"```json {     'predicted_labels': [3],     'is_com",False
9189,5,0,0,False,The post lacks evidence of other conditions.,"```json {     'predicted_labels': [0],     'is_com",False
2360,5,2,2,False,Impulsive behavior and focus on gaming despite negative consequences.,"```json {     'predicted_labels': [2],     'is_com",False
1147,4,-1,[],False,The post expresses joy and celebration.,"```json {     'predicted_labels': [],     'is_como",False
5664,1,0,0,False,The statement suggests worry about failure.,"```json {     'predicted_labels': [0],     'is_com",False
6975,1,0,0,False,The text expresses concern for another's well-being.,"```json {     'predicted_labels': [0],     'is_com",False
7769,3,3,3,False,Mental compulsions align with OCD symptoms.,"```json {     'predicted_labels': [3],     'is_com",True
3662,5,1,1,False,Loneliness and sadness suggest depressive symptoms.,"```json {     'predicted_labels': [1],     'is_com",False
1562,0,0,0,False,Post-nasal drip is a common anxiety symptom.,"```json {     'predicted_labels': [0],     'is_com",True
4112,2,1,1,False,Reflective tone suggests potential depressive ideation.,"```json {     'predicted_labels': [1],     'is_com",False
9048,5,0,0,False,Defensiveness and heightened emotional response suggest anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
6253,5,-1,[],False,No symptoms of any listed conditions are present.,"```json {     'predicted_labels': [],     'is_como",False
8536,2,0,0,False,The phrase 'Hmmm， okay' suggests hesitation and uncertainty.,"```json {     'predicted_labels': [0],     'is_com",False
794,4,4,4,False,The post suggests a focus on food and emotional regulation.,"```json {     'predicted_labels': [4],     'is_com",True
5852,1,0,0,False,Focus on social acceptance suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
7084,1,0,0,False,Focus on self suggests anxiety and avoidance.,"```json {     'predicted_labels': [0],     'is_com",False
1593,0,0,0,False,The post expresses relief and accomplishment.,"```json {     'predicted_labels': [0],     'is_com",True
7416,1,0,0,False,Passive-aggressive behavior suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
5265,5,0,0,False,Disappointment suggests anxiety about unmet expectations.,"```json {     'predicted_labels': [0],     'is_com",False
4645,2,0,0,False,Fear of judgment suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
88,1,1,1,False,Acceptance and desire for change align with depression.,"```json {     'predicted_labels': [1],     'is_com",True
7656,3,1,1,False,Focus on mindset change suggests depressive thinking.,"```json {     'predicted_labels': [1],     'is_com",False
8611,2,2,2,False,Possible ADHD due to rigid routine and focus on control.,"```json {     'predicted_labels': [2],     'is_com",True
9444,0,0,0,False,Walking alone suggests potential anxiety relief.,"```json {     'predicted_labels': [0],     'is_com",True
6752,2,-1,[],False,No symptoms of any listed conditions are present.,"```json {     'predicted_labels': [],     'is_como",False
3501,5,0,0,False,Expression of anxiety about societal trends.,"```json {     'predicted_labels': [0],     'is_com",False
2233,3,3,3,False,The post describes a preoccupation with order and design.,"```json {     'predicted_labels': [3],     'is_com",True
2802,5,2,2,False,Impatience and frustration suggest ADHD.,"```json {     'predicted_labels': [2],     'is_com",False
4423,2,2,2,False,Difficulty with directions suggests possible ADHD.,"```json {     'predicted_labels': [2],     'is_com",True
8160,2,0,0,False,Exercise helps manage overwhelming thoughts and mood.,"```json {     'predicted_labels': [0],     'is_com",False
8185,2,0,0,False,Social anxiety can lead to unintended offense.,"```json {     'predicted_labels': [0],     'is_com",False
7342,1,1,1,False,Thoughts of shame and past abuse suggest depression.,"```json {     'predicted_labels': [1],     'is_com",True
2147,0,0,0,False,Expresses anxiety about an upcoming trip.,"```json {     'predicted_labels': [0],     'is_com",True
6597,4,0,0,False,Sleep apnea can cause anxiety symptoms.,"```json {     'predicted_labels': [0],     'is_com",False
8161,2,0,0,False,Dislike of reading suggests potential anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
9600,2,0,0,False,Concern about societal issues suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
5950,1,1,1,False,Social isolation and sadness suggest depression.,"```json {     'predicted_labels': [1],     'is_com",True
1494,3,0,0,False,The post suggests anger and frustration.,"```json {     'predicted_labels': [0],     'is_com",False
6250,5,0,0,False,Expression suggests anxiety about a past mistake.,"```json {     'predicted_labels': [0],     'is_com",False
7092,1,1,1,False,The post suggests feelings of sadness and powerlessness.,"```json {     'predicted_labels': [1],     'is_com",True
1408,3,3,3,False,Intrusive thoughts， rumination， and compulsions are classic OCD symptoms.,"```json {     'predicted_labels': [3],     'is_com",True
6689,1,0,0,False,Concern about fainting suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
3400,5,1,1,False,The post suggests a lack of coping mechanisms.,"```json {     'predicted_labels': [1],     'is_com",False
108,1,0,0,False,The post expresses fear and anxiety about relationship consequences.,"```json {     'predicted_labels': [0],     'is_com",False
7793,1,0,0,False,Past hurt and fear of future relationships suggest anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
8480,2,2,2,True,Mention of medication trials for inattention suggests ADHD.,"```json {     'predicted_labels': [2],     'is_com",True
9947,4,0,0,False,Seeking alternative treatments for unspecified distress.,"```json {     'predicted_labels': [0],     'is_com",False
1090,4,0,0,False,The post suggests anxiety about completion and reassurance-seeking.,"```json {     'predicted_labels': [0],     'is_com",False
4716,2,0,0,False,Afternoon slump suggests possible anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
9738,3,3,3,False,The post describes classic OCD thought patterns.,"```json {     'predicted_labels': [3],     'is_com",True
8141,2,2,2,False,Symptoms suggest inattention and hyperactivity.,"```json {     'predicted_labels': [2],     'is_com",True
9398,5,0,0,False,The post expresses anxiety about a hypothetical situation.,"```json {     'predicted_labels': [0],     'is_com",False
4975,0,0,0,False,Distrust and negative views towards medical professionals suggest anxiety.,"```json {     'predicted_labels': [0],     'is_com",True
623,4,1,1,False,Expression suggests potential sadness and negativity.,"```json {     'predicted_labels': [1],     'is_com",False
8621,2,0,0,False,The post expresses distress and a sense of helplessness.,"```json {     'predicted_labels': [0],     'is_com",False
4812,0,0,0,False,The statement suggests anxiety and avoidance coping.,"```json {     'predicted_labels': [0],     'is_com",True
6551,5,0,0,False,The post expresses frustration and a need for reassurance.,"```json {     'predicted_labels': [0],     'is_com",False
7528,3,3,3,False,The post describes obsessive thoughts and rumination.,"```json {     'predicted_labels': [3],     'is_com",True
5794,1,0,0,False,Seeking distraction suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
7435,1,0,0,False,The post suggests anxiety management techniques.,"```json {     'predicted_labels': [0],     'is_com",False
4217,4,4,4,True,Binge eating disorder is suggested by the post.,"```json {     'predicted_labels': [4],     'is_com",True
6204,3,2,2,False,Humor may mask underlying inattention/hyperactivity.,"```json {     'predicted_labels': [2],     'is_com",False
5382,5,1,1,False,Expression of anger and negativity suggests depression.,"```json {     'predicted_labels': [1],     'is_com",False
5740,1,1,1,True,Depression is linked to reported head injuries and symptoms.,"```json {     'predicted_labels': [1],     'is_com",True
6825,1,1,1,False,Expressions of guilt， frustration， and confusion align with depression.,"```json {     'predicted_labels': [1],     'is_com",True
4130,0,0,0;2,True,Social anxiety and potential inattention are mentioned.,"```json {     'predicted_labels': [0, 2],     'is_",True
8166,2,0,0;2,True,Anxiety and ADHD can cause procrastination and worry.,"```json {     'predicted_labels': [0, 2],     'is_",False
6264,5,2,2,False,Focus on gaming suggests potential ADHD.,"```json {     'predicted_labels': [2],     'is_com",False
4720,2,0,0,False,Compulsive behavior suggests anxiety related to finances.,"```json {     'predicted_labels': [0],     'is_com",False
1650,0,0,0,False,Focus on avoiding social events suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",True
4140,2,2,2,False,ADHD is explicitly mentioned as a struggle.,"```json {     'predicted_labels': [2],     'is_com",True
1617,0,0,0,False,The question focuses on a history of anxiety.,"```json {     'predicted_labels': [0],     'is_com",True
2029,0,4,4,False,Weight gain and loss associated with medication use suggests an eating disorder.,"```json {     'predicted_labels': [4],     'is_com",False
6492,5,1,1,False,The statement suggests a distorted view of reality.,"```json {     'predicted_labels': [1],     'is_com",False
4574,2,2,2,False,Impulsive thinking and disregard for consequences.,"```json {     'predicted_labels': [2],     'is_com",True
3992,1,1,1,True,Memory issues are a common symptom of depression.,"```json {     'predicted_labels': [1],     'is_com",True
5998,3,0,0,False,The comment suggests anxiety about spelling.,"```json {     'predicted_labels': [0],     'is_com",False
6148,3,3,3,False,regex_extracted,"```json {     'predicted_labels': [3],     'is_com",True
4762,2,0,0,False,Focus on feelings and daily activities suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
7235,1,1,1,False,Persistent sadness and negative outlook indicate depression.,"```json {     'predicted_labels': [1],     'is_com",True
8259,2,2,2,False,Financial stress can exacerbate ADHD symptoms.,"```json {     'predicted_labels': [2],     'is_com",True
4730,2,2,2,True,Symptoms suggest ADHD， but mood changes indicate potential comorbidity.,"```json {     'predicted_labels': [2],     'is_com",True
7547,3,3,3,False,Mention of ERP suggests OCD.,"```json {     'predicted_labels': [3],     'is_com",True
4929,0,0,0,False,The post describes anxiety management techniques.,"```json {     'predicted_labels': [0],     'is_com",True
1606,0,0,0,False,Anxiety is indicated by medication use for panic.,"```json {     'predicted_labels': [0],     'is_com",True
4772,0,0,0,False,Sleep disturbance is a common anxiety symptom.,"```json {     'predicted_labels': [0],     'is_com",True
8108,2,0,0,False,Concern for overlooking problematic content suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
6393,4,1,1,False,Expression suggests hopelessness and despair.,"```json {     'predicted_labels': [1],     'is_com",False
6003,3,3,3,False,The post suggests a possible OCD diagnosis.,"```json {     'predicted_labels': [3],     'is_com",True
7727,3,0,0,False,Fear of the unknown suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
3541,5,1,1,False,Expression of sadness and hopelessness,"```json {     'predicted_labels': [1],     'is_com",False
388,4,4,4,False,Discussion of weight loss and binge eating suggests an eating disorder.,"```json {     'predicted_labels': [4],     'is_com",True
1794,0,0,0,False,Describes feelings of anxiety and fear after a traumatic event.,"```json {     'predicted_labels': [0],     'is_com",True
8730,2,0,0,False,Reliance on external pressure suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
4918,0,0,0,False,The post focuses on anxiety and coping mechanisms.,"```json {     'predicted_labels': [0],     'is_com",True
7203,1,1,1,False,The post suggests a lack of genuine emotional expression.,"```json {     'predicted_labels': [1],     'is_com",True
3872,5,0,0,False,Concern about copyright suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
6135,3,0,0,False,The post expresses anxiety about food texture.,"```json {     'predicted_labels': [0],     'is_com",False
2254,3,3,3;5,True,The post suggests both OCD and potential gaming addiction.,"```json {     'predicted_labels': [3, 5],     'is_",True
3412,5,2,2,False,Stop-and-go play suggests potential ADHD.,"```json {     'predicted_labels': [2],     'is_com",False
5458,1,1,1,False,Expression of hopelessness and negativity aligns with depression.,"```json {     'predicted_labels': [1],     'is_com",True
6897,1,0,0,False,Isolation and preference for quiet align with anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
7845,1,1,1,False,Expression of grief and difficulty coping suggest depression.,"```json {     'predicted_labels': [1],     'is_com",True
4779,0,0,0,False,The post expresses anxiety about replying late.,"```json {     'predicted_labels': [0],     'is_com",True
7398,1,1,1,True,Long-term struggle and mention of medication for depression.,"```json {     'predicted_labels': [1],     'is_com",True
7787,3,0,0,False,Sleepwalking and fear of harming others suggest anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
5663,1,0,0,False,Expressing concern and offering support suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
4850,0,0,0,False,Caffeine and weed use exacerbate anxiety symptoms.,"```json {     'predicted_labels': [0],     'is_com",True
2025,0,0,0,False,School bullying suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",True
2615,0,0,0,False,The post suggests anxiety fuels excitement.,"```json {     'predicted_labels': [0],     'is_com",True
7387,1,0,0,False,Expresses fear and distrust of their own mind.,"```json {     'predicted_labels': [0],     'is_com",False
2926,5,0,0,False,Focus on negative reception suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
1121,4,1,1,False,The statement suggests a sense of despair and hopelessness.,"```json {     'predicted_labels': [1],     'is_com",False
2910,5,0,0,False,Possible anxiety due to perceived intentional harm.,"```json {     'predicted_labels': [0],     'is_com",False
5781,1,1,1,False,Dreams of emptiness and social inadequacy suggest depression.,"```json {     'predicted_labels': [1],     'is_com",True
7429,1,0,0,False,The post suggests anxiety about finding purpose.,"```json {     'predicted_labels': [0],     'is_com",False
3482,5,1,1,False,The post suggests feelings of hopelessness and limited options.,"```json {     'predicted_labels': [1],     'is_com",False
795,4,4,4,False,The post describes purging behavior after eating.,"```json {     'predicted_labels': [4],     'is_com",True
1575,0,0,0,False,Denial and avoidance are common anxiety coping mechanisms.,"```json {     'predicted_labels': [0],     'is_com",True
6175,3,3,3,False,Seeking specific phrases for compulsive behaviors suggests OCD.,"```json {     'predicted_labels': [3],     'is_com",True
7752,3,1,1,True,Talk of misery and desire to escape suffering points to depression.,"```json {     'predicted_labels': [1],     'is_com",False
2458,5,0,0,False,Minimizing gun violence suggests anxiety about safety.,"```json {     'predicted_labels': [0],     'is_com",False
3312,5,0,0,False,Limited information suggests potential anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
1253,4,4,4,False,Restricting and preoccupation with food are eating disorder symptoms.,"```json {     'predicted_labels': [4],     'is_com",True
9556,2,2,2,False,The statement suggests an understanding of ADHD symptoms.,"```json {     'predicted_labels': [2],     'is_com",True
5386,1,0,0,False,The post suggests anxiety about social interaction.,"```json {     'predicted_labels': [0],     'is_com",False
3837,5,-1,[],False,The post does not indicate any mental health conditions.,"```json {     'predicted_labels': [],     'is_como",False
4398,2,5,5,False,The post describes an intense， addictive interest in a new activity.,"```json {     'predicted_labels': [5],     'is_com",False
3595,5,0,0,False,Expression of frustration and negativity aligns with anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
6620,4,0,0,False,Expresses gratitude and willingness to try， suggesting anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
5369,5,1,1,False,Self-blame and cyclical negative behavior suggest depression.,"```json {     'predicted_labels': [1],     'is_com",False
2124,0,0,0,False,The post focuses on anxiety as the root cause.,"```json {     'predicted_labels': [0],     'is_com",True
3238,5,5,5,False,Intense focus and attachment to a game for years.,"```json {     'predicted_labels': [5],     'is_com",True
5402,1,1,1,False,The statement reflects a pessimistic outlook and potential sadness.,"```json {     'predicted_labels': [1],     'is_com",True
7352,1,1,1,False,Feelings of worthlessness and hopelessness are present.,"```json {     'predicted_labels': [1],     'is_com",True
5937,1,2,2,False,Impulsive and dismissive attitude suggests ADHD.,"```json {     'predicted_labels': [2],     'is_com",False
2045,0,0,0,False,The post demonstrates anxiety about HIV transmission.,"```json {     'predicted_labels': [0],     'is_com",True
1578,0,0,0,False,Expresses concern and anxiety about potential harm.,"```json {     'predicted_labels': [0],     'is_com",True
14,2,0,0,False,Forgetting tasks is a common anxiety symptom.,"```json {     'predicted_labels': [0],     'is_com",False
2673,2,1,1,False,Intense， transient fixations suggest depressive symptoms.,"```json {     'predicted_labels': [1],     'is_com",False
4914,0,0,0,False,The post describes anxiety as a sudden overwhelming feeling.,"```json {     'predicted_labels': [0],     'is_com",True
8055,2,0,0,False,Questioning reflects anxiety about future success.,"```json {     'predicted_labels': [0],     'is_com",False
6562,5,0,0,False,Defensive language suggests anxiety about criticism.,"```json {     'predicted_labels': [0],     'is_com",False
8604,2,0,0,False,Statement suggests fear or worry about the unknown.,"```json {     'predicted_labels': [0],     'is_com",False
1084,4,4,4,False,Internal conflict over food intake is a key symptom.,"```json {     'predicted_labels': [4],     'is_com",True
4982,0,0,0,False,The post focuses on anxiety types and treatment.,"```json {     'predicted_labels': [0],     'is_com",True
9334,5,0,0,False,Content suggests mild anxiety about game length.,"```json {     'predicted_labels': [0],     'is_com",False
2884,5,0,0,False,Dismissive language may indicate anxiety about social acceptance.,"```json {     'predicted_labels': [0],     'is_com",False
333,4,4,4,False,Symptoms suggest an eating disorder.,"```json {     'predicted_labels': [4],     'is_com",True
7977,2,0,0,False,Symptoms of anxiety are evident in the post.,"```json {     'predicted_labels': [0],     'is_com",False
4367,2,1,1,False,Focus on partial wins suggests low mood.,"```json {     'predicted_labels': [1],     'is_com",False
3079,5,0,0,False,Apology suggests anxiety about social impact.,"```json {     'predicted_labels': [0],     'is_com",False
7202,1,1,1,False,The post expresses feelings of hurt and being drained in a relationship.,"```json {     'predicted_labels': [1],     'is_com",True
9908,5,-1,[],False,No symptoms of mental health conditions are present.,"```json {     'predicted_labels': [],     'is_como",False
7642,3,0,0,False,The post suggests anxiety about being found.,"```json {     'predicted_labels': [0],     'is_com",False
263,4,0,0,False,The statement focuses on anxiety-related concerns.,"```json {     'predicted_labels': [0],     'is_com",False
4337,2,0,0,False,Reward system suggests anxiety management.,"```json {     'predicted_labels': [0],     'is_com",False
8894,2,0,0,False,Nostalgia may indicate anxiety about the past.,"```json {     'predicted_labels': [0],     'is_com",False
8286,2,2,2,False,The post suggests potential inattention and hyperactivity.,"```json {     'predicted_labels': [2],     'is_com",True
5902,1,0,0,False,Dismissive and sarcastic tone suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
1498,3,3,3,False,Focus on curing OCD without medication is indicative.,"```json {     'predicted_labels': [3],     'is_com",True
4190,1,1,1,False,Expression of wish for non-existence indicates depression.,"```json {     'predicted_labels': [1],     'is_com",True
6065,3,3,3,False,The post describes intrusive thoughts and potential worsening after learning about OCD.,"```json {     'predicted_labels': [3],     'is_com",True
5918,1,0,0,False,The post expresses fear and conflict， suggestive of anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
7407,1,0,0,False,Nightmares are a common symptom of anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
7589,3,3,3,False,The post describes intrusive thoughts about harm.,"```json {     'predicted_labels': [3],     'is_com",True
500,4,1,1,False,Feeling like many others share a similar experience suggests depression.,"```json {     'predicted_labels': [1],     'is_com",False
6282,5,1,1,False,Expression suggests emotional distress and anger.,"```json {     'predicted_labels': [1],     'is_com",False
9413,2,0,0,False,Irritability and preference for solitude suggest anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
3095,5,2,2,False,The post suggests difficulty focusing.,"```json {     'predicted_labels': [2],     'is_com",False
4630,2,0,0,False,The text suggests anxiety about a situation.,"```json {     'predicted_labels': [0],     'is_com",False
367,4,4,4,True,Description indicates binge urges and purging behaviors.,"```json {     'predicted_labels': [4],     'is_com",True
4058,0,0,0,False,Anxiety is the primary symptom described.,"```json {     'predicted_labels': [0],     'is_com",True
6848,0,0,0,False,The post suggests anxiety about a social situation.,"```json {     'predicted_labels': [0],     'is_com",True
4629,2,1,1;2,True,Impulsivity and debt suggest both depression and ADHD.,"```json {     'predicted_labels': [1, 2],     'is_",False
6069,3,0,0,False,The statement suggests anxiety about a potential diagnosis.,"```json {     'predicted_labels': [0],     'is_com",False
2664,2,5,5,False,The post suggests a preoccupation with video games.,"```json {     'predicted_labels': [5],     'is_com",False
1026,4,0,0,False,Expression of empathy suggests anxiety about a friend's well-being.,"```json {     'predicted_labels': [0],     'is_com",False
8629,2,0,0,False,Social withdrawal suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
5049,0,0,0;1,True,The post suggests both anxiety and depression symptoms.,"```json {     'predicted_labels': [0, 1],     'is_",True
6504,5,0,0,False,Expression suggests anxiety and distress over a past experience.,"```json {     'predicted_labels': [0],     'is_com",False
9732,3,3,3,False,Internal voices mimicking known individuals suggest OCD.,"```json {     'predicted_labels': [3],     'is_com",True
1691,0,0,0,False,Expression suggests anxiety and uncertainty.,"```json {     'predicted_labels': [0],     'is_com",True
673,4,4,4,False,The post describes fear of eating in public.,"```json {     'predicted_labels': [4],     'is_com",True
6427,5,2,2,False,The post suggests hyperfocus and unusual thinking patterns.,"```json {     'predicted_labels': [2],     'is_com",False
5632,1,0,0,False,Expressing need for support suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
5046,0,0,0,False,Positive outlook suggests anxiety management.,"```json {     'predicted_labels': [0],     'is_com",True
733,4,4,4,False,The post describes binge eating and dieting history.,"```json {     'predicted_labels': [4],     'is_com",True
3526,5,1,1,False,Expression of sadness and hopelessness,"```json {     'predicted_labels': [1],     'is_com",False
568,4,1,1,False,Expression of wishing for happiness suggests sadness.,"```json {     'predicted_labels': [1],     'is_com",False
9186,5,2,2,False,Possible ADHD based on dismissive and argumentative tone.,"```json {     'predicted_labels': [2],     'is_com",False
2922,5,0,0,False,The statement suggests fear or anxiety about a specific situation.,"```json {     'predicted_labels': [0],     'is_com",False
7910,2,0,0,False,Requesting time to process suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
1558,0,1,1,True,Crippling depression and distraction attempts are key symptoms.,"```json {     'predicted_labels': [1],     'is_com",False
101,1,1,1,False,Expression of suicidal ideation and hopelessness.,"```json {     'predicted_labels': [1],     'is_com",True
3007,5,0,0,False,Nostalgia can be associated with anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
7200,1,0,0,False,The post suggests anxiety about a mistake.,"```json {     'predicted_labels': [0],     'is_com",False
303,4,2,2,False,Disorganized and potentially irrelevant statements suggest ADHD.,"```json {     'predicted_labels': [2],     'is_com",False
76,1,1,1,False,Questioning happiness suggests depressive ideation.,"```json {     'predicted_labels': [1],     'is_com",True
6753,2,0,0,False,The post expresses concern for others' well-being.,"```json {     'predicted_labels': [0],     'is_com",False
8628,2,2,2,False,Focus on tests over homework suggests ADHD.,"```json {     'predicted_labels': [2],     'is_com",True
1208,4,0,0,False,Conspiracy thinking can be a symptom of anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
9524,0,0,0,False,Focus on trying and not beating oneself up suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",True
8612,2,0,0,False,Seeking solitude to focus suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
9113,5,2,2,False,Focus on video game link suggests ADHD.,"```json {     'predicted_labels': [2],     'is_com",False
9649,1,1,1,False,The post expresses feelings of sadness and resistance to change.,"```json {     'predicted_labels': [1],     'is_com",True
1775,0,1,1,False,Focus on self-improvement and acceptance suggests depression.,"```json {     'predicted_labels': [1],     'is_com",False
3473,5,2,2,False,The post suggests inattention and difficulty understanding context.,"```json {     'predicted_labels': [2],     'is_com",False
483,4,4,4,False,Describes a pattern of disordered eating.,"```json {     'predicted_labels': [4],     'is_com",True
2189,1,1,1,False,Persistent negative thoughts suggest depression.,"```json {     'predicted_labels': [1],     'is_com",True
346,4,1,1,False,Expressions of sadness and hopelessness suggest depression.,"```json {     'predicted_labels': [1],     'is_com",False
6989,1,0,0,False,Expression suggests distress and potential social anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
7557,3,0,0,False,Obsessing over flaws suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
1472,3,1,1,False,Expression of wanting to move on suggests depression.,"```json {     'predicted_labels': [1],     'is_com",False
6691,2,0,0,False,Extreme dislike of physical sensations suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
8221,2,2,2,False,Difficulty focusing suggests ADHD.,"```json {     'predicted_labels': [2],     'is_com",True
6010,3,0,0,False,The post suggests anxiety and coping mechanisms.,"```json {     'predicted_labels': [0],     'is_com",False
5202,5,2,2,False,Text carries no tone， suggesting inattention.,"```json {     'predicted_labels': [2],     'is_com",False
6746,1,0,0,False,The post expresses fear of burdening others.,"```json {     'predicted_labels': [0],     'is_com",False
2609,0,0,0,False,Overthinking and feeling at a loss for words suggest anxiety.,"```json {     'predicted_labels': [0],     'is_com",True
3,2,0,0,False,Clear mind and increased productivity suggest anxiety reduction.,"```json {     'predicted_labels': [0],     'is_com",False
2213,3,1,1,False,Expresses feelings of hopelessness and seeks relief.,"```json {     'predicted_labels': [1],     'is_com",False
4826,0,1,1,False,Expression of hopelessness and frustration aligns with depression.,"```json {     'predicted_labels': [1],     'is_com",False
856,4,4,4,False,Body check photos suggest an eating disorder.,"```json {     'predicted_labels': [4],     'is_com",True
6462,5,0,0,False,The content suggests anxiety and potential risky behavior.,"```json {     'predicted_labels': [0],     'is_com",False
5884,1,0,0,False,The post expresses a desire to avoid social interaction.,"```json {     'predicted_labels': [0],     'is_com",False
624,4,4,4,False,The post describes restrictive eating patterns.,"```json {     'predicted_labels': [4],     'is_com",True
290,4,0,0,False,Language suggests heightened anxiety and anger.,"```json {     'predicted_labels': [0],     'is_com",False
2018,0,1,1,False,Expression of quitting suggests hopelessness， a depressive symptom.,"```json {     'predicted_labels': [1],     'is_com",False
668,4,4,4,True,Restriction suggests an eating disorder.,"```json {     'predicted_labels': [4],     'is_com",True
8920,1,1,1,False,Crying can be a symptom of depression.,"```json {     'predicted_labels': [1],     'is_com",True
8263,2,2,2,False,The post discusses medication for ADHD symptoms.,"```json {     'predicted_labels': [2],     'is_com",True
9695,1,1,1,False,Expressions of worthlessness and intense emotional pain.,"```json {     'predicted_labels': [1],     'is_com",True
1631,0,0,0,False,The post suggests concern about anxiety.,"```json {     'predicted_labels': [0],     'is_com",True
5169,5,0,0,False,The post suggests a focus on external validation.,"```json {     'predicted_labels': [0],     'is_com",False
7204,1,1,1,False,Ren's distress suggests a possible depressive state.,"```json {     'predicted_labels': [1],     'is_com",True
2522,2,0,0,False,Jealousy and frustration suggest anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
2215,3,1,1;3,True,Suicidal ideation and compulsive behaviors are present.,"```json {     'predicted_labels': [1, 3],     'is_",False
6967,1,1,1,False,The statement reflects pervasive negativity and hopelessness.,"```json {     'predicted_labels': [1],     'is_com",True
4726,2,0,0;2,True,Social anxiety and potential inattention are present.,"```json {     'predicted_labels': [0, 2],     'is_",False
8841,0,0,0,False,The post describes symptoms of anxiety and panic.,"```json {     'predicted_labels': [0],     'is_com",True
8119,2,0,0,False,Expresses gratitude and engagement with coping strategies.,"```json {     'predicted_labels': [0],     'is_com",False
8991,1,1,1,True,Expressions of longing and feeling overwhelmed align with depression.,"```json {     'predicted_labels': [1],     'is_com",True
1107,4,0,0,False,Possible anxiety hinted at by the secretive tone.,"```json {     'predicted_labels': [0],     'is_com",False
450,4,4,4,False,Focus on character size suggests body image concerns.,"```json {     'predicted_labels': [4],     'is_com",True
5403,1,0,0,False,Focus on doubt and potential change suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
5617,1,0,0,False,The post suggests anxiety about bodily functions.,"```json {     'predicted_labels': [0],     'is_com",False
135,4,4,4,False,The post discusses disordered eating and jealousy.,"```json {     'predicted_labels': [4],     'is_com",True
1785,0,0,0;4,True,Chest pain and focus on heart rate suggest anxiety and potential eating disorder.,"```json {     'predicted_labels': [0, 4],     'is_",True
3404,5,2,2,False,Impulsive disregard for structure and funding.,"```json {     'predicted_labels': [2],     'is_com",False
2906,5,0,0,False,The post expresses anxiety about a perceived threat.,"```json {     'predicted_labels': [0],     'is_com",False
8303,2,0,0,False,Anxiety about potential tinnitus is described.,"```json {     'predicted_labels': [0],     'is_com",False
8616,2,0,0,False,Focus on anxiety about the assessment process.,"```json {     'predicted_labels': [0],     'is_com",False
7762,3,0,0,False,Focus on feelings and control suggests anxiety.,"```json {     'predicted_labels': [0],     'is_com",False
